C1,C7,C5_D,C6_D,T1_D,T3_D,T5_D,S1_D,S2_D,S3_D,C2,C3_D,Class_1.0,Class_2.0,Class_3.0,Y1,Y2
14.45683229480096,2.0429062766895596,1.8165068431225662,0.0,0.29120501189768,0.8409993678299864,0.0037982245142838297,0.0984195240396577,0.08452054188327332,0.11540712165748283,True,False,1.0,0.0,0.0,True,True
11.313708498984761,1.7264602911384073,1.860939254540811,0.0,0.5862299765330069,0.7840305693869813,0.001962043595638635,0.07213671779383767,0.08201671763934176,0.09255850603933456,True,False,1.0,0.0,0.0,True,True
10.0,6.53901583447411,2.194673324210234,0.0,0.2919484911550468,0.8260334720612402,0.003832239347382567,0.06257379360608294,0.09149330822862238,0.12568585888855102,True,False,0.0,0.0,1.0,True,True
10.295630140987,7.905172065803413,1.7483158129520484,0.0,0.2644897959183673,0.7877679930695397,0.002525244050230591,0.09416987757191442,0.09926376670215209,0.12686100971996409,True,True,1.0,0.0,0.0,True,False
12.236371516049514,7.939438329350218,1.9938889151317971,0.0,0.25911779648715344,0.8019922814820756,0.0012185974506932172,0.08227583150734877,0.09288463319419912,0.09910670831815946,True,True,1.0,0.0,0.0,True,True
11.224972160321824,2.9813284769412656,2.0584681035501458,0.0006664445431604468,0.4684937317372043,0.7496804523910281,0.0020416776033375396,0.060528032411490296,0.08661261219802534,0.11813862249160913,True,True,1.0,0.0,0.0,False,True
11.832159566199232,0.41983364538084084,1.9666309509659654,0.0008691873645869339,0.3083452755177515,0.8670744761699798,0.004724772643914558,0.08757283872833424,0.10569828045524132,0.11430532468968502,True,False,1.0,0.0,0.0,False,True
11.180339887498949,8.297120014977866,1.436008858147458,0.0,0.2708641395226711,0.7759601406297745,0.0027086413952267106,0.07467401273829244,0.07149492404058329,0.11338543885673143,True,True,0.0,1.0,0.0,False,True
8.774964387392123,7.136537171668972,1.519460134389843,0.0,0.39906201555458165,0.7172991829698709,0.0028365361527243134,0.07974522228289001,0.10879046270947305,0.10838376796737537,True,True,1.0,0.0,0.0,True,True
9.591663046625438,5.542589465738784,2.7631297733871123,0.0,0.3742287936179981,0.8458936537328507,0.0014972937492079143,0.06320810763868577,0.07449146922880655,0.09303981524633055,True,True,1.0,0.0,0.0,True,True
14.38749456993816,5.098064112111081,1.9517137597506453,0.0012492194004318981,0.2719459533691406,0.7604663959327919,0.0013481291140276042,0.06671229751846143,0.08170554424448546,0.08825207431180018,True,True,0.0,1.0,0.0,False,True
13.19090595827292,7.939438329350218,2.177296278408032,0.0,0.39161664334976687,0.8203494934553199,0.0030967156456178607,0.06915390195004407,0.0992691209784168,0.11483662388266741,True,False,1.0,0.0,0.0,True,False
8.246211251235321,4.012585360644949,1.7244532466842932,0.0,0.28520959391580275,0.8036826353390306,0.002198380733523251,0.06644302061603413,0.11898489819245456,0.12151677532731502,True,False,0.0,0.0,1.0,False,True
10.04987562112089,1.5713656015695994,1.7321309336850292,0.0,0.4894678251818011,0.7937792753202437,0.003024296634310346,0.08558463461740692,0.0770035263892925,0.10398411512397697,True,False,1.0,0.0,0.0,False,True
10.63014581273465,7.53914936215884,2.155400847962367,0.0,0.462654637230731,0.7964625798476241,0.002360264930931451,0.08223506245298137,0.09419415274633146,0.09977251771436131,True,True,0.0,1.0,0.0,True,True
8.660254037844387,2.651583247560567,1.4892455304616496,0.0,0.48618611037565657,0.832303701367867,0.00267700827076801,0.09226646333429889,0.09181747544678669,0.11571316401047957,True,False,1.0,0.0,0.0,True,True
6.48074069840786,6.358322936373558,1.9906848067938832,0.0,0.4276888447216868,0.8013486538744462,0.0027251688579132812,0.06912246677601432,0.07163682763382484,0.09984356312090957,True,True,1.0,0.0,0.0,True,False
9.16515138991168,3.893854005811807,2.514427028689523,0.000832986303891771,0.463784988568518,0.727296003260547,0.002272312178960614,0.06604125425327273,0.07798368184950989,0.08220201832346115,True,False,0.0,0.0,1.0,False,True
